0.000000000000000000e+00,5.000000000000000000e+01,6.723377330143296149e+01,4.357859112561599346e+01
1.000000000000000000e+00,5.000000000000000000e+01,1.004824759087498478e+02,6.338369857035200283e+01
2.000000000000000000e+00,5.000000000000000000e+01,8.230263563759326928e+01,4.609154845290642299e+01
3.000000000000000000e+00,5.000000000000000000e+01,6.120386000645054736e+01,2.882036584307118332e+01
4.000000000000000000e+00,5.000000000000000000e+01,7.064022626792035453e+01,4.492248714281553390e+01
5.000000000000000000e+00,5.000000000000000000e+01,9.414320188091180341e+01,6.376966675337800439e+01
6.000000000000000000e+00,5.000000000000000000e+01,1.003252000352594422e+02,5.607623547959957477e+01
7.000000000000000000e+00,5.000000000000000000e+01,9.386085643612824470e+01,6.052117426239409070e+01
8.000000000000000000e+00,5.000000000000000000e+01,6.615729299748228698e+01,3.692219349316707167e+01
9.000000000000000000e+00,5.000000000000000000e+01,6.468386057995753902e+01,3.828420356505645827e+01
1.000000000000000000e+01,5.000000000000000000e+01,9.892994875536096799e+01,6.009738403682859342e+01
1.100000000000000000e+01,5.000000000000000000e+01,7.666865583778974269e+01,4.248055693656684895e+01
1.200000000000000000e+01,5.000000000000000000e+01,6.771104037800820663e+01,4.165701955654537869e+01
1.300000000000000000e+01,5.000000000000000000e+01,7.381980008098666701e+01,5.290630134235742332e+01
1.400000000000000000e+01,5.000000000000000000e+01,7.763862300935343796e+01,4.671770313992622192e+01
1.500000000000000000e+01,5.000000000000000000e+01,8.556355328986361997e+01,5.359017493103480945e+01
1.600000000000000000e+01,5.000000000000000000e+01,9.114956289939452461e+01,6.311841894986547885e+01
1.700000000000000000e+01,5.000000000000000000e+01,8.605297518237716758e+01,3.611554095168595779e+01
1.800000000000000000e+01,5.000000000000000000e+01,6.352009172750436505e+01,3.096665955227646805e+01
1.900000000000000000e+01,5.000000000000000000e+01,8.239274469593247829e+01,5.034926461654391971e+01
2.000000000000000000e+01,5.000000000000000000e+01,1.109629523174670993e+02,6.840448491407741471e+01
2.100000000000000000e+01,5.000000000000000000e+01,8.063319554995226213e+01,5.085654188812374343e+01
2.200000000000000000e+01,5.000000000000000000e+01,1.749001387513597763e+02,1.333277346710993356e+02
2.300000000000000000e+01,5.000000000000000000e+01,9.920039945775839385e+01,6.564038966248465101e+01
2.400000000000000000e+01,5.000000000000000000e+01,8.479277786052733745e+01,5.350670437991272621e+01
2.500000000000000000e+01,5.000000000000000000e+01,1.102262350250616549e+02,7.077589699355310415e+01
2.600000000000000000e+01,5.000000000000000000e+01,8.100068526146050374e+01,3.977649773249702747e+01
2.700000000000000000e+01,5.000000000000000000e+01,6.359521461952971322e+01,2.671510683122300023e+01
2.800000000000000000e+01,5.000000000000000000e+01,6.910668690659026936e+01,3.151475570282966387e+01
2.900000000000000000e+01,5.000000000000000000e+01,6.857882477953567957e+01,4.206502480900968521e+01
3.000000000000000000e+01,5.000000000000000000e+01,5.950591986434547209e+01,2.875921396645854955e+01
3.100000000000000000e+01,5.000000000000000000e+01,9.382256289304389441e+01,5.565281606952198956e+01
3.200000000000000000e+01,5.000000000000000000e+01,8.918283780488448542e+01,5.126493398192042861e+01
3.300000000000000000e+01,5.000000000000000000e+01,9.173171147303438033e+01,4.228342028275736908e+01
3.400000000000000000e+01,5.000000000000000000e+01,7.258709204342308396e+01,5.686944157049490656e+01
3.500000000000000000e+01,5.000000000000000000e+01,7.887205041973290065e+01,4.566705564096791647e+01
3.600000000000000000e+01,5.000000000000000000e+01,9.312166615754188115e+01,5.666592552224413026e+01
3.700000000000000000e+01,5.000000000000000000e+01,1.061179335535905182e+02,8.123952664986184402e+01
3.800000000000000000e+01,5.000000000000000000e+01,9.177261532396892107e+01,4.211836715139269671e+01
3.900000000000000000e+01,5.000000000000000000e+01,1.055536968544207070e+02,7.639024772794921603e+01
4.000000000000000000e+01,5.000000000000000000e+01,7.633875546258077804e+01,4.820533189433185584e+01
4.100000000000000000e+01,5.000000000000000000e+01,8.358420638757968391e+01,4.303617740302850336e+01
4.200000000000000000e+01,5.000000000000000000e+01,9.135002576101763339e+01,3.998736842415843284e+01
4.300000000000000000e+01,5.000000000000000000e+01,7.794802871798923150e+01,4.981109972709396061e+01
4.400000000000000000e+01,5.000000000000000000e+01,9.360433520023815390e+01,4.830965252446825531e+01
